Item No,Item Name,Category,Formula,Plain Formula,Quantity,Unit,Location / Block,Grade,Notes
343,"Lactic Acid Bottle (500 mL)","Chemical","C₃H₆O₃","C3H6O3","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","2-Hydroxypropanoic acid 500 mL"
344,"Measuring Cylinder (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Graduated measuring cylinder 10 mL"
345,"Mee Oil Bottle (60 mL)","Chemical","Madhuca longifolia oil","Natural Oil","1","bottle (60 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Natural seed oil 60 mL"
346,"Methanol Bottle","Chemical","CH₃OH","CH3OH","2","bottles","Cupboard 1 (56)","AR / Laboratory Reagent","Methyl alcohol bottles"
347,"MgSO₄ Bottle (Packet Made)","Chemical","MgSO₄","MgSO4","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","Magnesium Sulphate (Packet Made)"
348,"n-Butanol Bottle","Chemical","C₄H₉OH","C4H9OH","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","1-Butanol alcohol solvent"
349,"Pack of Yeast","Chemical","Biological Reagent","Yeast","1","pack","Cupboard 1 (56)","AR / Laboratory Reagent","Saccharomyces cerevisiae culture reagent"
350,"S-lon Glue Bottle","Equipment","Adhesive / Solvent cement","Adhesive","1","bottle","Cupboard 1 (56)","Standard Lab Grade","Solvent cement adhesive for PVC and lab fittings"
351,"Test Tubes Small (8 × 75 mm)","Glassware","Borosilicate","Borosilicate","9","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Micro test tubes 8 × 75 mm"
352,"Test Tubes Small (10 × 98 mm)","Glassware","Borosilicate","Borosilicate","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Small test tube 10 × 98 mm"
353,"Titanium Tetra Isopropoxide (500 mL)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","TTIP titanium precursor 500 mL"
354,"Titanium(IV) Isopropoxide (500 mL)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Titanium(IV) isopropoxide 500 mL"
355,"Volumetric Flask (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Class A volumetric flask 100 mL"
356,"Volumetric Flask (25 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Class A volumetric flask 25 mL"
357,"Test Tube (10 × 100 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Batch of 100 test tubes"
358,"Test Tube (16 × 160 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Batch of 100 medium test tubes"
359,"Beaker 100 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","11","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Graduated low form 100 mL beakers"
360,"Beaker 20 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Small scale 20 mL beakers"
361,"Beaker 40 mL","Glassware","SiO₂·B₂O₃","SiO2.B2O3","10","pcs","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Small scale 40 mL beakers"
362,"AUTOLAB Items & Electrochemical Cell Accessories","Equipment","Electrochemical","Electrochemical","1","set","Cupboard 1 (67)","Standard Lab Grade","Potentiostat / Galvanostat accessories and electrodes"
363,"Black Cell Cuvette","Equipment","Optical Glass","Optical Glass","1","pc","Cupboard 1 (67)","Standard Lab Grade","Masked black-wall spectrophotometer cuvette"
364,"Quartz Cuvettes (UV-Vis)","Equipment","Fused Quartz (SiO₂)","Fused Quartz","4","pcs","Cupboard 1 (67)","Standard Lab Grade","Far UV-Vis quartz cuvettes 190–2500 nm"
365,"Digital Oscilloscope Manual & Documentation","Equipment","Electronic Manual","Manual","1","unit","Cupboard 1 (67)","Standard Lab Grade","Operation and calibration manual for digital oscilloscope"
366,"Face Masks Pack","Equipment","PPE Polypropylene","PPE","1","pack","Cupboard 1 (67)","Standard Lab Grade","Protective 3-ply laboratory face masks"
367,"Hot Disk Thermal Conductivity Probe","Equipment","Sensor / Sensor Wire","Sensor","3","units","Cupboard 1 (67)","Standard Lab Grade","Transient plane source thermal constants probe"
368,"IPCE USB Interface Cable","Equipment","Electronic Cable","Cable","1","unit","Cupboard 1 (67)","Standard Lab Grade","Incident Photon-to-Current Conversion Efficiency interface cable"
369,"Laboratory Computer Keyboard","Equipment","Peripheral","Peripheral","1","unit","Cupboard 1 (67)","Standard Lab Grade","Data acquisition workstation keyboard"
370,"Micropipette Operation Manual","Equipment","Documentation","Manual","1","unit","Cupboard 1 (67)","Standard Lab Grade","Calibration and maintenance manual"
371,"Laboratory Computer Mouse","Equipment","Peripheral","Peripheral","1","unit","Cupboard 1 (67)","Standard Lab Grade","Data acquisition optical mouse"
372,"MPLAB Microcontroller Chips & Accessories","Equipment","Semiconductor / IC","Semiconductor","1","set","Cupboard 1 (67)","Standard Lab Grade","Development kit, PIC chips, and debug adapters"
373,"NEC Projector","Equipment","Optical / Electronic","Projector","1","unit","Cupboard 1 (67)","Standard Lab Grade","Seminar and lab projection unit"
374,"Petri Dishes Glass (Cupboard 67)","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (67)","Borosilicate 3.3 / Class A","Cell culture and sample crystallization dishes"
375,"EUTECH pH Meter Accessories & Probes","Equipment","Electrochemical Cell","pH Electrode","1","set","Cupboard 1 (67)","Standard Lab Grade","Replacement electrode, BNC cable, and storage cap"
376,"UPS (Uninterruptible Power Supply)","Equipment","Power Supply / Battery","UPS","8","units","Cupboard 1 (67)","Standard Lab Grade","Backup power units for analytical instruments"
377,"VGA Cables (D-Sub High Density)","Equipment","Display Cable","VGA Cable","1","pc","Cupboard 1 (67)","Standard Lab Grade","Video connection cable"
378,"Xenon Arc Lamp (Solar Simulator / UV-Vis Source)","Equipment","Xenon Gas / Quartz","Xe Lamp","1","unit","Cupboard 1 (67)","Standard Lab Grade","High intensity solar simulation arc lamp"
379,"Blue Litmus Paper (Pack of 200)","Equipment","Litmus / Cellulose","Litmus Paper","1","pack (200 strips)","Cupboard 1 (40)","Standard Lab Grade","Opened pack - Acid-base indicator paper for base detection"
380,"Buchner Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flasks 1000 mL"
381,"Buchner Flask (500 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flasks 500 mL"
382,"Burette with Stopcock","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A precision titration burette"
383,"Centrifuge Tubes Glass/Plastic","Glassware","Borosilicate / PP","Glass / PP","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated centrifuge tubes"
384,"Citric Acid (500 g)","Chemical","C₆H₈O₇","C6H8O7","1","bottle (500 g)","Cupboard 1 (40)","AR / Laboratory Reagent","2-Hydroxypropane-1,2,3-tricarboxylic acid 500 g"
385,"Conical Flask (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 100 mL"
386,"Conical Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 1000 mL"
387,"Conical Flask (250 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 250 mL"
388,"Conical Flask (50 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Erlenmeyer flasks 50 mL"
389,"Crucible (30 mL)","Glassware","Porcelain","Porcelain","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Glazed porcelain crucible for high temperature heating"
390,"Crucible Tongs","Equipment","Stainless Steel","Stainless Steel","1","pc","Cupboard 1 (40)","Standard Lab Grade","Bowed jaw stainless steel tongs for handling hot crucibles"
391,"Dropping Bottle (30 mL)","Glassware","Glass","Glass","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Indicator dropping bottle with pipette dropper"
392,"FTO Glass Substrates (Standard)","Equipment","SnO₂:F on Glass","SnO2:F / Glass","14","pcs","Cupboard 1 (40)","Standard Lab Grade","Fluorine-doped Tin Oxide transparent conductive glass"
393,"FTO Glass Substrates (4 cm × 9 cm)","Equipment","SnO₂:F on Glass","SnO2:F / Glass","1","pc","Cupboard 1 (40)","Standard Lab Grade","Large size 4 cm × 9 cm conductive FTO substrate"
394,"Glass Funnel (50 mm)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","60 degree angle conical filtration funnels"
395,"Glass Pasteur Pipettes","Glassware","Soda Glass","Soda Glass","1","box","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Fine tip uncalibrated transfer pipettes"
396,"Glass Stopper Bottles","Glassware","Glass","Glass","2","bottles","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Ground neck reagent storage bottles"
397,"Liebig Condenser & Distillation Set","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Distillation set with Liebig condenser and adapters"
398,"Measuring Cylinder (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 10 mL measuring cylinders"
399,"Measuring Cylinder (100 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 100 mL measuring cylinders"
400,"Measuring Cylinder (25 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 25 mL measuring cylinders"
401,"Measuring Cylinder (50 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","6","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Graduated 50 mL measuring cylinders"
402,"Mee Oil Bottle (60 mL)","Chemical","Madhuca longifolia oil","Natural Oil","1","bottle (60 mL)","Cupboard 1 (40)","AR / Laboratory Reagent","Natural seed oil bottle"
403,"Methanol Bottle","Chemical","CH₃OH","CH3OH","2","bottles","Cupboard 1 (40)","AR / Laboratory Reagent","Methyl alcohol reagent bottles"
404,"Microscope Slides (Opened pack)","Equipment","Soda-Lime Glass","Glass","<72","slides","Cupboard 1 (40)","Standard Lab Grade","Opened pack (<72 slides) - 25 × 75 mm optical clear"
405,"Microscope Slides (72-pack Sealed)","Equipment","Soda-Lime Glass","Glass","1","pack (72 slides)","Cupboard 1 (40)","Standard Lab Grade","Full sealed box of 72 microscope glass slides"
406,"n-Butanol Bottle","Chemical","C₄H₉OH","C4H9OH","1","bottle","Cupboard 1 (40)","AR / Laboratory Reagent","1-Butanol alcohol solvent bottle"
407,"Pen Type Digital pH Meter","Equipment","Electronic","Electronic","2","units","Cupboard 1 (40)","Standard Lab Grade","Pocket digital pen-type pH tester"
408,"Petri Dishes Glass (Cupboard 40)","Glassware","Borosilicate","Borosilicate","7","pairs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Borosilicate glass culture and drying dishes"
409,"Petri Dishes (10 × 2 cm)","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Large diameter 10 × 2 cm glass petri dishes"
410,"pH 6.86 Calibration Buffer Powder","Chemical","KH₂PO₄ + Na₂HPO₄","KH2PO4 + Na2HPO4","1","packet","Cupboard 1 (40)","AR / Laboratory Reagent","Precision phosphate buffer for pH electrode calibration at 25°C"
411,"Plastic Buchner Funnel","Equipment","Polypropylene","PP","6","pcs","Cupboard 1 (40)","Standard Lab Grade","Chemical resistant polypropylene vacuum filtration funnels"
412,"Plastic Petri Dish","Equipment","Polystyrene","PS","2","pcs","Cupboard 1 (40)","Standard Lab Grade","Sterile disposable culture dishes"
413,"Porcelain Mortar","Glassware","Porcelain","Porcelain","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Solid heavy glazed porcelain grinding bowl"
414,"Porcelain Pestle (15 mm)","Glassware","Porcelain","Porcelain","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Unglazed grinding head pestle"
415,"Red Litmus Paper (Pack of 200)","Equipment","Litmus / Cellulose","Litmus Paper","1","pack (200 strips)","Cupboard 1 (40)","Standard Lab Grade","Acid-base indicator paper for base detection"
416,"Separation Funnel (125 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Pear shaped extraction funnel with PTFE key"
417,"Separation Funnel (60 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","2","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Small scale extraction funnels 60 mL"
418,"Silver Nitrate (25 g)","Chemical","AgNO₃","AgNO3","1","bottle (25 g)","Cupboard 1 (40)","AR / Laboratory Reagent","Analytical reagent grade silver nitrate crystals 25 g"
419,"Surgical Blades (Sterile Carbon Steel)","Equipment","Carbon Steel","Carbon Steel","8","pcs","Cupboard 1 (40)","Standard Lab Grade","Sterile surgical cutting blades for substrate and film slicing"
420,"Test Tube (12 × 150 mm)","Glassware","Borosilicate","Borosilicate","24","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Standard test tubes 12 × 150 mm"
421,"Test Tube (15 × 150 mm)","Glassware","Borosilicate","Borosilicate","100","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Standard test tubes 15 × 150 mm"
422,"Test Tube (18 × 150 mm)","Glassware","Borosilicate","Borosilicate","1","rack","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Medium test tubes 18 × 150 mm"
423,"Test Tube (18 × 180 mm)","Glassware","Borosilicate","Borosilicate","1","rack","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Long test tubes 18 × 180 mm"
424,"Test Tube (25 × 150 mm / Boiling Tube)","Glassware","Borosilicate","Borosilicate","50","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Heavy wall boiling tubes 25 × 150 mm"
425,"Test Tubes Assorted","Glassware","Borosilicate","Borosilicate","1","set","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Assorted qualitative laboratory test tubes"
426,"Test Tubes Small (8 × 75 mm) with Cap (12 × 75 mm)","Glassware","Borosilicate / PP Cap","Borosilicate / PP","58","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Mini tubes with screw/plug caps"
427,"Thread Seal PTFE Tape","Equipment","PTFE","PTFE","1","roll","Cupboard 1 (40)","Standard Lab Grade","Polytetrafluoroethylene seal tape for gas and liquid tight fittings"
428,"Titanium Tetra Isopropoxide (50 mL)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","1","bottle (50 mL)","Cupboard 1 (40)","AR / Laboratory Reagent","TTIP titanium alkoxide precursor 50 mL"
429,"Titanium(IV) Isopropoxide (500 mL)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","1","bottle (500 mL)","Cupboard 1 (40)","AR / Laboratory Reagent","Titanium(IV) isopropoxide 500 mL"
430,"Transfer Pipettes / Plastic Droppers","Equipment","LDPE Plastic","LDPE","1","pack","Cupboard 1 (40)","Standard Lab Grade","Disposable transfer droppers"
431,"Volumetric Flask (10 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","9","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A volumetric flasks 10 mL"
432,"Volumetric Flask (25 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","4","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A volumetric flasks 25 mL"
433,"Volumetric Flask (5 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","7","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A micro volumetric flasks 5 mL"
434,"Volumetric Flask (50 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","3","pcs","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A volumetric flasks 50 mL"
435,"Volumetric Flask (500 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (40)","Borosilicate 3.3 / Class A","Class A volumetric flask 500 mL"
436,"Wash Bottle (Large LDPE)","Equipment","LDPE","LDPE","3","pcs","Cupboard 1 (40)","Standard Lab Grade","Squeeze wash bottles with integral delivery tube"
437,"Weighing Boats (Opened pack)","Equipment","Polystyrene","PS","<500","boats","Cupboard 1 (40)","Standard Lab Grade","Opened pack (<500 boats) - Anti-static pouring dishes"
438,"Weighing Boats (100 pieces pack Sealed)","Equipment","Polystyrene","PS","1","pack (100 pcs)","Cupboard 1 (40)","Standard Lab Grade","Sealed pack of 100 anti-static weighing boats"
439,"Zinc Acetate (500 g)","Chemical","Zn(CH₃COO)₂·2H₂O","Zn(CH3COO)2.2H2O","1","bottle (500 g)","Cupboard 1 (40)","AR / Laboratory Reagent","Zinc acetate dihydrate 500 g"
